Word,Concrete_rating
conclusion,2.11
conclusive,1.52
conclusively,1.9
concoct,2.4
concordance,1.58
concourse,3.96
concur,2.08
concurrent,2.19
condemn,1.96
condemnation,2.04
condensation,4.24
condenser,3.96
condescend,1.5
condiment,4.72
condition,2.15
conditioned,2.2
conditioner,4.21
condominium,4.35
condone,1.79
condor,4.46
conduct,2.08
conductor,4.26
conduit,3.58
confection,3.84
confectioner,4.08
confectionery,3.75
confer,2.35
conference,3.86
confetti,4.93
confide,1.81
confidential,2.08
confidently,2.11
confinement,3.61
confirm,2.15
conflict,2.21
confluence,2.22
conform,1.83
conformity,1.79
confound,2.22
confront,2.43
confuse,2.04
confusion,2.24
congeal,3.77
congestion,3.61
congratulatory,2.26
congregation,4.15
congress,3.9
congressman,4.58
congresswoman,4.48
congruity,1.68
conjecture,1.75
conjoined,3.59
conjugal,2.32
conjugate,2
conjunctivitis,3.75
conjure,2.3
conquistador,4.34
conscience,1.96
consciously,2.07
consecrate,1.77
consecutive,2.48
consensus,2.32
consent,2.08
consenting,1.72
consequent,1.83
conservation,2.41
conservatory,4.24
conserve,1.96
consider,1.68
consideration,1.86
consign,2
consist,2.07
consistent,2.21
consistently,2.04
consolation,2.14
console,3.86
conspiracy,1.76
conspiring,2.11
constable,4.54
constancy,1.83
constellation,4.31
constitute,2.13
constrictor,3.93
constructor,3.86
construe,1.88
consulate,3.6
consultant,3.97
consumer,3.57
consummate,2.08
container,4.85
contemplation,1.83
contemplative,1.78
contempt,1.82
contemptuous,1.69
contend,2.07
contented,2.15
contention,1.75
contentment,2.25
contestant,4.17
context,2.17
contextual,2.18
continent,4.34
continual,2.3
continuation,2.36
continuity,2.03
continuous,2.11
continuum,2.36
contraceptive,3.89
contract,4.15
contracted,2.33
contractor,4.2
contradict,2.24
contraption,3.66
contribute,2.13
contributor,3.6
contrite,2.32
contrive,1.96
controller,4.33
contusion,4.04
convalesce,2.08
convenience,2.04
conveniently,1.67
convergent,2.08
conversely,1.7
converted,2.2
converter,3.61
converting,2.19
convey,1.72
conveyor,4.22
conviction,2.07
convince,1.85
convincingly,1.65
convolution,1.82
convulse,3.74
convulsion,3.62
cookbook,4.9
cookhouse,4.62
cookout,4.25
coolant,4.25
cooler,4.14
coolly,1.86
cooperate,1.87
coordinate,2.36
cope,1.78
copier,4.72
copilot,4.59
coping,1.67
copious,2.38
copiously,1.58
copperhead,4.73
copybook,4.67
copycat,3.65
copywriter,4.07
cordially,1.71
corduroy,4.56
corkscrew,4.85
cornbread,4.79
cornea,4.86
cornerstone,4.04
cornfield,4.96
cornflakes,4.82
cornflower,4.71
cornmeal,4.83
cornstarch,4.56
cornucopia,4.11
corny,2.18
corporate,2.27
correlate,1.63
correlation,2.04
correspond,2.27
corridor,4.72
corroborate,1.76
corroborative,2
corrode,4.04
corrosion,4.26
corrugated,3.76
corrupted,2.14
corrupting,2.21
corruption,2.39
corruptly,1.79
cortisone,3.65
corvette,4.76
cosmetician,4.15
cosmetics,4.72
cosmically,1.96
cosmonaut,4.46
costly,2.07
costume,4.57
costumer,4.04
cottage,4.85
cotton,4.97
cottonmouth,3.75
cottontail,4.45
couch,4.71
couched,2.3
cough,4.36
councilman,4.26
councilwoman,4.59
counsel,2.48
counselor,4.24
counteract,2.14
counterclockwise,3.67
counterfeit,3.64
counterfeiter,3.96
countess,3.68
counting,3.57
countless,1.72
country,4.17
countryman,3.66
countryside,4.48
countrywoman,4.25
county,4.04
coupler,3.6
coupon,4.79
courage,1.52
courageous,2
courageously,1.76
coursing,1.96
courteous,1.97
courteously,2.38
courtesy,1.77
courthouse,4.86
courtly,1.64
courtroom,4.63
courtyard,4.57
cousin,3.7
coverall,4.36
covert,1.72
covertly,1.74
covet,1.93
coveted,1.89
coveting,2.36
cowardice,2.1
cowardly,1.96
cowgirl,4.63
cowhide,4.76
cowlick,4.04
cowskin,4.81
coy,1.89
coyly,1.92
coyote,4.96
cozier,2.38
crab,4.9
crabby,2.12
crabgrass,4.52
cracker,4.96
crackers,4.93
crackling,3.67
craftily,2.14
craftsman,4
crafty,2.45
cranberry,4.96
crank,4.5
crankshaft,4.73
cranky,2.15
crappy,1.67
craving,2.07
crawfish,5
crawlers,4.12
crawling,4.47
crawlspace,4.96
crayfish,4.93
crayon,4.87
craze,2.04
crazily,1.85
craziness,2.36
crazy,2.37
creamer,4.66
creamery,4.03
creamy,3.62
creation,2.15
creative,1.93
creatively,2
creature,4.07
credence,1.92
credibility,2.29
credible,1.72
credibly,1.41
creed,2.1
creepy,2.33
cremate,4.1
cremation,3.69
crematorium,4.43
crematory,4.56
creole,3.7
crescent,4.04
crestfallen,2.27
crevasse,4.69
crevice,4.43
crewman,4.39
cribbage,3.58
cricket,4.77
criminologist,3.6
crimp,4
crimping,3.71
crinkle,3.7
cripple,3.78
crises,2.11
crisis,2.33
crispness,3.58
crisps,4.04
critical,2.14
critically,1.93
criticism,2.07
critter,4.19
croak,3.82
crocheting,4.33
crocodile,4.83
croissant,4.96
crooked,3.79
crop,4.24
croquet,4.59
croquette,4.24
crossbar,4.57
crossbeam,4.82
crossbones,4.07
crossbow,4.77
crossly,1.92
crossness,1.78
crossroad,4.41
crossroads,4.67
crosswalk,4.62
crosswind,3.61
crossword,4.48
crotchet,4.12
crotchety,2.08
crouching,4.03
crouton,4.9
crowned,3.67
crucial,2.08
crucially,1.76
crucifix,4.45
crucifixion,4
crude,1.96
crudely,2.43
cruel,2.11
cruelly,1.7
cruelty,2.04
crummiest,1.79
crumpet,4.81
crumple,3.88
crumpled,3.97
crunching,4
crusher,4
crushing,3.71
crusty,4.14
cryptic,2.36
cryptogram,3.92
cryptographer,3.61
crystal,4.58
crystallize,3.63
crystallized,3.84
cubbyhole,4.19
cubical,4.21
cucumber,4.83
cuddle,3.83
culminate,2.03
culpability,2
culpable,1.61
cultivator,3.79
culturally,1.79
culture,2.04
cultured,2.2
culvert,3.67
cummerbund,4.04
cumulative,2.29
cunnilingus,3.7
cunning,2.12
cunningly,1.7
cupboard,4.79
cupful,4.04
cupid,3.56
curate,2.42
curative,1.7
curbside,4.17
curdle,3.65
cure,2.41
curiosity,1.61
curiously,1.57
curled,3.67
curler,4.13
currant,3.74
currently,2.14
curse,2.39
cursed,1.96
cursory,2.12
curt,2.35
curtain,4.82
curtsy,4.18
curve,4.41
cushion,4.68
cushy,2.34
custard,4.85
custodial,2.12
custodian,4.64
customary,1.85
cuticle,4.94
cutlass,4.2
cutlery,4.75
cutlet,4.52
cuttlefish,4.23
cyclical,2.25
cycling,4.24
cyclist,4.84
cyclone,4.48
cylinder,4.64
cymbal,4.92
cymbals,4.88
cynically,1.53
cynicism,1.78
cytoplasm,3.64
dab,3.6
dabble,2.17
dabbling,2.04
dachshund,4.67
daddy,4.24
daffodil,4.96
daft,2.42
daggers,4.72
dainty,2.33
daiquiri,4.62
dally,2.39
damnable,1.88
damnably,1.6
damnation,1.56
dampness,4.15
dance,4.32
dancer,4.75
dandelion,5
dandruff,4.79
dangerous,2.13
dare,2.28
daredevil,3.76
dares,2.16
daresay,1.93
daringly,1.8
darkly,2.15
darkness,3.85
darkroom,4.45
dartboard,4.75
darwinism,2.39
dashboard,4.61
dashing,2.44
dashingly,1.92
datable,2.04
date,3.9
dating,2.32
daunt,1.83
dawdle,2.22
dawning,2.31
daybed,4.41
daybreak,4.21
daylight,4.1
dazed,2.44
dealing,2.37
dearly,1.6
deathbed,3.83
deathly,2
debacle,2.29
debatable,2.04
debater,3.67
debauchery,2.22
debit,3.66
debonair,2.13
debone,3.72
debris,4.69
debunk,2.07
debut,1.83
decadence,2.22
decadent,2.21
decapitate,3.85
decapitation,4.25
decathlon,4.08
deceit,2.37
deceitful,2.13
deceitfulness,2.14
deceive,1.68
deceiving,2.07
decency,2
decent,2.04
decently,1.66
deception,1.86
deceptive,1.78
deceptively,1.52
decide,1.92
decidedly,1.62
decision,2.19
decisive,2.16
deckhand,4.17
decking,4.04
declaim,2.28
declaratory,1.92
declare,2
declined,2.04
decoder,3.56
decomposed,3.78
decor,3.77
decorator,3.86
decorum,2.36
deduce,1.61
deduct,2.31
deduction,2.19
deductive,1.33
deem,2.1
deeply,2
deerskin,4.9
defacing,2.31
defame,1.81
default,2
defeatism,1.75
defecate,4.21
defecation,4.16
defect,2.48
defection,2.32
defend,2.31
defendant,3.8
defense,2.45
defer,1.92
deferential,2.26
deferment,2.12
deferred,2
defiance,2.17
defiant,2.07
deficient,1.89
deficit,2.21
defile,2.43
defiling,2.33
define,2.15
defined,2.07
definite,2.07
definitive,1.83
deflower,2.2
deformity,3.59
defraud,1.82
defray,1.84
defroster,4.23
deftly,1.96
defunct,2.16
defy,1.86
degrade,1.64
deign,1.64
deity,2.33
deject,1.73
dejected,1.89
delaying,2
delicate,2.3
delicatessen,4.28
delight,2.3
delightful,2.38
delightfully,1.96
delighting,2.21
delirium,1.97
deliverer,3.72
deliveryman,4.23
delude,2.11
deluding,1.81
delusion,2.3
delve,2.32
demand,2.2
demean,2
demeanor,2.44
demented,1.69
demerit,2.19
demise,2.31
democracy,1.78
democrat,3.96
democratic,1.74
demonic,2.17
demonstrable,2.3
demonstrably,2
demonstration,3.75
demonstrator,4
demotion,2.31
deniable,1.46
denial,2.46
denim,4.77
denims,4.36
denote,2.04
denounce,1.83
densely,2.23
dent,4.63
dentist,4.93
dentistry,3.64
deny,2.2
deodorant,5
departmental,1.9
depend,1.89
dependency,1.93
depending,1.81
depict,2.13
depiction,2.31
depletion,2.38
deplorably,1.83
deplore,1.93
deposit,3.92
depositor,3.96
deprave,1.64
depraved,1.81
depravity,2.17
deprecate,2.29
depreciate,1.89
depress,2.29
deprive,2.21
derail,3.55
deranged,2.18
derisive,1.48
derive,2
derived,2
dermatitis,3.92
dermatologist,4.21
derriere,4.65
describe,2.18
description,2.43
desert,4.86
desertion,1.93
deserve,1.69
deserved,1.38
deservedly,1.56
deservingly,1.7
designer,3.78
desirable,1.92
desire,1.7
desirous,1.5
desolate,2.17
despair,2.21
desperately,1.96
desperation,1.9
despicable,1.43
despise,2.12
despond,1.6
despondency,1.41
despondent,2.28
dessert,4.93
destination,3.82
destiny,1.67
destitute,2.08
destroyer,3.59
destructive,2.17
detainee,3.76
detect,2.19
detectable,2.37
detective,4.21
detector,3.7
deter,2.33
detergent,4.77
determine,2.13
deterrence,2.08
detest,2.36
detestable,2
detonator,4.76
detract,1.73
detriment,1.77
devalue,2.07
develop,1.87
development,2.41
deviance,2.08
deviancy,1.46
deviant,2.04
deviate,2.1
device,3.97
devilish,1.82
devious,2.18
devise,2
devoid,1.85
devote,2
devoted,1.88
devotedly,2.21
devotion,2.36
devout,2.46
devoutly,1.55
dewdrop,4.69
diabetes,3.83
diabolic,1.86
diabolical,1.5
diagnose,1.92
diagnoses,2.43
diagram,4.36
dialing,3.86
diameter,4.03
diametric,2.19
diamond,4.89
diaphragm,3.93
diarrhea,4.52
dibs,2.23
dicey,1.9
dictatorial,2.12
dictionary,4.62
diesel,3.88
dietician,4.14
differ,1.59
difference,2.15
differential,2.36
differing,1.93
diffuse,2.46
digestion,3.66
digits,4.21
dignified,1.57
dignify,1.71
dignity,2.03
digress,2
dildo,4.7
dilemma,2
diligence,1.97
diligent,1.69
diligently,1.77
dilution,2.24
dimly,2.46
dinner,4.5
dinnerware,4.79
dinosaur,4.87
diploma,4.93
diplomacy,2.04
dipper,4.21
dipping,4.08
dipstick,3.81
dire,1.8
directed,2.39
directly,2.37
directness,2.03
directory,4.25
dirtily,2.41
disallow,2.26
disappointment,1.93
disapproval,2.32
disarm,3.55
disarming,1.83
disarray,2.4
disbelief,1.89
disbelieve,2.19
discern,1.96
discharge,3.83
discipline,2.24
disclaim,2.09
disclose,2.37
disclosed,1.76
disclosure,2.18
discomfort,2.28
discord,2.26
discourage,1.9
discouraging,1.83
discourteous,1.83
discourtesy,1.96
discover,2.37
discredit,2.28
discreditable,1.88
discreet,2.11
discreetly,2.14
discretion,1.6
disdain,1.83
disembowel,3.7
disfavor,1.96
disgrace,2.11
disguise,3.97
disgust,2.19
disgusted,2.34
dishonor,1.72
dishwasher,4.86
dishwater,4.61
disingenuous,1.62
disinherit,1.71
disinterest,2.22
disinterested,1.85
dislike,1.7
dislodge,3.69
disloyal,1.64
dismal,2.38
dismantle,3.7
dismay,2.29
dismembered,3.86
dismemberment,3.61
dismiss,2.39
dismissal,2
disobedient,2.19
disobey,2.42
disown,1.56
disparage,1.83
disparate,1.86
disparity,1.78
dispassionate,1.78
dispel,2.14
dispensation,2
dispenser,3.84
displease,1.71
disposed,2.23
disproportionate,1.87
disqualify,2.39
disregard,1.9
disrepute,1.65
disrobe,3.93
disrupt,2.45
disruption,2.39
disruptive,1.81
dissatisfaction,1.96
dissecting,3.6
dissent,2.17
dissenter,2.48
dissimilar,2
dissolution,1.82
dissuade,2.24
distantly,2.19
distaste,2.04
distasteful,1.83
distemper,2.35
distiller,4.15
distillery,4.41
distinctly,1.93
distinguish,2.2
distortion,2.3
distract,2.33
distraction,2.46
distributor,3.9
distrust,1.44
diverge,2.21
divergence,2.15
divergent,2.38
diverging,2.4
diverse,2.24
diversified,2.27
diversify,1.97
diversity,2.28
diverting,2.32
dividers,4.29
divination,1.85
divinely,1.52
diving,4.13
divining,2
divinity,1.9
divisible,2.37
divisional,2.04
divorcee,3.8
divulge,2.23
docile,2.21
docility,1.48
docket,3.56
dockside,4.19
dockyard,4.55
doctor,4.69
doctoral,2.48
doctrine,2.12
document,4.41
documentary,3.78
documentation,3.55
dodger,3.63
dodgy,2.04
dogcatcher,4.35
dogfight,4.13
dogged,2.26
doggedly,1.93
doghouse,4.79
dogma,1.79
dogmatic,1.89
doings,2.07
dollhouse,4.86
dominant,1.66
dominate,2.12
domineer,2.12
dominion,1.96
domino,4.59
dominoes,4.66
done,2
donkey,5
doodlebug,3.88
doom,1.5
doomsday,2.36
door,4.81
doorbell,4.82
doorframe,4.79
doorkeeper,4.38
doorknob,4.97
doorknocker,4.7
doorman,4.79
doornail,4.9
doorstep,5
doorstop,4.82
dopey,2.3
dormant,2.47
dormitory,4.64
dorsal,4.07
dotted,3.81
doubt,1.79
doubter,2.39
doubtful,1.73
doubting,2.07
doubtless,1.81
dowel,4.27
downcast,2.26
downfall,2.31
downhill,3.97
downpour,3.71
downturn,2.08
dozen,4.66
drab,2.32
drably,2.08
dragonfly,4.83
drainage,3.96
drainpipe,4.86
drama,2.34
dramatic,2.12
drape,4.5
drapery,4.32
drastic,1.58
drastically,1.78
drawbridge,4.89
drawers,4.96
drawing,4.6
drawstring,4.74
dread,1.86
dreaded,2.11
dreadful,2.23
dreadfully,1.63
dreamer,2.19
dreamily,1.62
dreamland,1.73
dreamless,2
dreamt,2.39
dreamy,2.21
dreary,2.33
drench,3.75
dresser,4.96
dressing,4.03
dressmaker,4.64
dressmaking,3.85
dribble,3.83
driftwood,4.88
drilling,4.14
drinkable,3.59
drinking,4.14
drivel,2.38
driven,2.29
driver,4.71
driving,3.96
drizzle,4.21
drizzly,3.61
dropkick,4.41
droplet,4.45
dropping,3.67
droppings,4.48
drudge,2.44
drudgery,2.14
druggist,4.19
drugstore,4.82
drumbeat,4.21
drumstick,4.96
drunkard,3.77
drywall,4.7
dualism,2.19
dubious,1.52
ducking,3.89
duckling,4.93
duckweed,4.29
ductwork,4.81
duffel,4.12
duly,1.68
dumbbell,4.69
dumbly,2.19
dumbness,1.68
dumbwaiter,4.55
dumpling,4.65
dumpy,2.38
dungeon,4.32
dunghill,4.33
dupe,2.23
duplex,4.18
duration,2.08
duress,2.27
dustbin,4.54
duster,4.64
dutiful,1.82
dutifully,1.45
duty,2.19
dwarfish,3.62
dwelled,2.29
dwelling,4.14
dwelt,2.12
dwindle,2.25
dwindling,2.4
dyeing,3.67
dynamics,1.96
dynamite,4.68
dynasty,2.46
dystopia,1.92
eager,1.93
eagerly,1.6
eagerness,1.69
earful,1.96
earmuff,4.85
earn,2.39
earnestly,1.7
earnestness,1.66
earnings,4.39
earphone,4.74
earpiece,4.79
earplug,4.82
earplugs,4.9
earthling,3.85
earthly,2.41
earthquake,3.97
earthworm,4.89
earthy,2.15
earwax,4.87
ease,2.32
easel,4.97
easily,1.8
easiness,2.21
easing,2.29
eastward,4.15
easy,2.07
easygoing,1.59
eater,3.75
eating,4.14
eavesdropper,3.62
ebony,4
eccentric,1.81
eclair,4.75
eclectic,2.26
ecologist,3.68
economic,2.2
economical,2.22
economics,1.77
ecosystem,4.11
ecstasy,2.04
ecstatic,2.41
eczema,4.23
edema,3.92
edgy,1.87
edibles,3.86
edification,1.79
edifice,3.64
editor,4.25
editorship,2.14
educate,2.12
educationally,2.07
educator,4
eerie,1.63
eerily,1.85
effect,1.8
effectual,1.74
efficiency,2.15
efficient,1.82
effigy,3.79
effort,2.33
eggbeater,4.89
eggplant,4.97
eggshell,4.77
ego,1.74
egoism,1.48
egoistic,1.72
egotism,1.9
egotist,2.15
egotistic,1.9
egregiously,2.18
ejaculate,4.31
ejaculation,4.17
ejector,3.67
elastic,3.73
elation,2.08
elective,2.38
electoral,2.24
electric,3.56
electrician,4.21
electricity,3.9
electrocardiogram,4.16
electrocute,3.82
electrocution,3.81
electrolysis,3.67
electromagnet,4.22
electronics,4.37
electroplate,4.04
electroshock,3.89
elegance,2.18
elegant,2.31
elegantly,2.15
elemental,2.08
elephant,5
elevation,3.79
elevator,4.79
elicit,1.73
eligible,2.46
elite,2.19
elitist,2.42
elopement,2.48
eloquence,1.88
eloquent,1.93
eloquently,1.7
elsewhere,1.89
elusive,1.9
elves,3.81
emancipate,2.29
emancipation,2.37
embalm,3.71
embalmer,3.93
embankment,4.07
embark,2.48
embarrass,2.14
embarrassingly,2.08
embattled,1.96
embellish,2.48
emblem,4.3
embody,1.75
emboss,3.55
embroider,4.22
embroidery,4.63
embroil,2.04
emerge,2.27
eminence,1.95
emotion,2.44
emotionalism,1.92
empathy,1.63
emperor,4.35
emphasis,2.12
emphasize,2
emphatic,1.93
emphysema,3.65
empirical,1.96
employ,2.41
employable,2.38
employee,4.1
employer,3.81
emporium,3.86
empower,2
emptily,1.81
emptiness,2.32
emulate,2.37
emulation,2.12
enable,2.03
enact,2.22
enamel,4.21
encampment,3.82
enchant,1.75
enchanted,2.07
enchanting,2.07
enclosure,4.04
encompass,2.23
encouraging,2
encroach,1.86
encyclopedia,4.79
endanger,1.96
endeared,1.78
endeavor,2.21
ended,2.08
ending,2.31
endless,1.82
endlessly,1.46
endorse,2.41
endorsed,1.93
endurance,2
endure,2
enduring,2.14
energize,2.46
enforce,2.4
enforceable,1.86
engage,2.07
engaged,2.37
engineer,4.64
engraved,4.22
engraver,4.43
engraving,4.28
engross,2.34
enhance,2.21
enhanced,2.21
enhancement,2.29
enigma,1.79
enigmatic,1.62
enjoy,2.29
enjoyable,2.04
enjoying,2.22
enjoyment,2.17
enlighten,1.48
enlightened,1.52
enlisted,1.92
enormity,2.37
enrapture,2.08
enrich,2
enriching,1.85
enrolled,2.45
ensemble,3.7
enshroud,3.58
enslave,2.36
ensue,2.36
ensuing,1.42
ensure,1.68
entail,1.84
enterprise,2.04
entertainer,4.17
entice,2
enticement,2.09
entirely,1.81
entitle,2.25
entomologist,3.88
entrails,4.58
entrance,4.23
entranceway,4.3
entrapment,2.31
entrust,2.16
entwine,2.41
envelop,3.56
envelope,4.93
enviable,2.04
envied,1.74
envious,1.76
enviously,1.86
environment,3.74
environmentalist,3.72
envision,2.38
envy,1.69
envying,1.78
enzyme,3.57
epidermis,4.69
epiphany,1.6
episcopal,2.23
episodic,2.27
epitaph,3.74
epitome,1.8
equality,1.41
equalize,2.04
equally,1.59
equate,1.93
equation,3.65
equator,3.85
equipment,4.83
equitable,1.88
equity,2.22
equivocal,1.79
equivocate,1.93
era,2.24
eraser,4.74
erasure,2.48
erectile,2.46
erection,4.22
erogenous,1.96
erotic,2.26
erotically,2.07
errant,2.04
erratic,1.73
erring,2.24
erroneous,1.68
erupt,3.7
eruption,3.56
escalate,2.39
escalator,5
escapism,1.56
escort,4.3
esoteric,1.59
espresso,4.41
essence,1.66
establish,2
esteem,1.83
esteemed,1.96
estimation,1.97
estrange,1.59
estuary,4.17
etcetera,1.6
etch,4.04
eternal,1.76
eternally,1.71
eternity,1.46
ethical,1.3
ethically,1.59
ethics,2.28
ethnic,2.47
ethos,1.58
ethyl,4.04
etiquette,2.15
eucalyptus,4.77
eulogize,2.35
euphemism,1.74
euphoria,1.47
euphoric,2.18
evaluate,1.85
evasion,2.46
evasive,1.97
eventful,1.79
eventual,1.81
eventually,1.75
evergreen,4
everlasting,1.89
evermore,1.74
evident,2.04
evidently,1.38
evoke,2.36
evolve,1.96
exactness,2.07
exalt,2.12
exaltation,2.3
examination,3.93
examiner,3.57
excavate,3.79
excavator,4.07
exceed,1.76
exceeding,1.79
excel,2.15
excellence,2.2
excellency,2.11
excellently,1.53
exception,1.85
excessive,2.25
excessively,2.15
excise,2.48
excitable,2.41
excite,1.97
excitedly,2.12
excitingly,2.07
exclaim,2.41
exclamation,2.48
excluding,2.41
excrement,4.43
excusable,2
excuse,2.29
execution,3.93
executioner,4.17
exemplary,1.64
exemption,2.17
exercise,3.87
exert,2.43
exertion,2.44
exhalation,3.58
exhausting,2.48
exhilarate,2
exhilaration,2.26
exhume,3.85
exile,2.15
exist,2.38
existence,1.54
existential,1.73
existing,2
exonerate,1.75
exoneration,1.9
exorcize,2.33
exotic,2.11
exotically,1.73
expanded,2.41
expect,1.89
expectantly,2.19
expediently,1.76
expend,1.73
expendable,1.4
expenses,3.59
experimented,2.47
experimenter,3.8
expertise,1.64
expertly,2.29
expletive,2.35
explicable,1.58
explicit,1.86
exploit,1.68
explorer,4.04
exposition,2.46
exposure,2.39
express,2.21
expressed,2.03
expressive,2.03
expressively,2
expressly,1.75
expressway,4.03
exquisite,1.78
extended,2.34
extensive,1.79
extensively,2.11
extent,1.44
extermination,2.37
extinguisher,4.7
extractor,3.69
extrapolate,1.96
extravagance,1.73
exuberance,1.66
exuberantly,2.12
exude,2.32
exultation,2.2
eyeball,4.92
eyebath,3.79
eyedrop,4.81
eyeglass,4.7
eyeglasses,4.92
eyelash,5
eyeless,4.11
eyelid,5
eyepiece,4.74
eyesight,3.59
eyesore,3.74
eyewash,4.7
eyewitness,3.61
fabled,2.11
fabulous,2.12
facetious,1.93
facilities,4.14
factual,2.41
fad,2.36
fade,2.48
faggot,3.57
failure,2.08
fainter,3.68
fainting,3.74
faintly,2.11
fairer,2.11
fairground,4.7
fairly,2.07
fairness,1.83
faith,1.63
faithless,1.7
falconer,4.12
fallacious,1.71
fallacy,1.8
fallibility,1.58
fallible,1.96
false,2.36
falsehood,2
falsely,1.97
falsify,2.33
falter,2.19
faltering,2.2
fame,1.96
famed,1.81
familiarity,2.14
family,4.23
famous,2.07
famously,2
fanatical,2.17
fanaticism,1.62
fanciful,1.8
fantastical,1.28
fantasy,1.59
farce,2.32
farewell,2.21
farmhand,4.52
farmhouse,4.74
farmland,4.86
farmyard,4.47
farsighted,2.38
fascinate,1.75
fascinatingly,1.45
fascination,1.89
fascism,1.83
fashionably,2.37
fashioned,2.34
fastener,4.1
fatalism,1.65
fate,1.53
fateful,1.31
fathom,2.07
fatiguing,2.19
faucet,4.48
fault,2.41
faulting,2.31
faulty,2.1
favor,2.07
favorable,2.32
favorably,1.7
favored,2.24
favoring,2
favoritism,1.93
feared,2.18
fearful,2.2
fearless,1.9
fearsome,2
feasible,1.57
feat,2.44
featherbed,4.69
featherweight,3.7
feathery,3.62
february,2.4
federation,2.24
fedora,4.5
feebly,1.73
feedback,2.48
feeding,4.15
feeling,1.68
feelingly,1.84
feign,2.11
feigning,2.34
felicity,1.56
felonious,1.92
feminine,2.41
femininity,2.17
feminism,2.17
femur,4.88
fencer,4.44
fend,2.34
fender,4.54
fern,5
ferocity,1.76
ferret,4.97
ferryboat,4.77
ferryman,4.67
fertilize,3.72
fertilizer,4.76
fervent,2.44
fervently,1.87
festival,4.33
fetish,2.48
feudal,2.18
fevered,2.46
feverishly,2.07
fiancee,3.86
fiasco,2.28
fib,2.47
fibber,2.44
fiber,4.5
fickle,2.24
fiction,2.14
fictional,2.11
fictitious,2.46
fidelity,1.87
field,4.26
fieldstone,3.86
fieldwork,3.61
fiendish,1.79
fiendishly,1.6
fiercely,1.93
fiesta,4.12
figment,2.04
figure,3.63
figured,2.46
figurine,4.86
filament,4.27
fillet,4.75
filmstrip,4.47
filter,4.59
finalist,3.79
finality,1.67
finalize,2.14
financially,2.34
finely,2.08
fineness,2.39
finer,2.08
finesse,1.86
fingerboard,4.35
fingered,3.59
fingering,3.76
fingernail,4.93
fingerprint,4.96
fingerprinting,4.04
fingertip,4.93
finicky,2.06
fire,4.68
firearm,4.64
fireball,4.32
firebird,4.57
firebomb,4.79
firebox,4.46
firecracker,4.68
fired,2.48
firelight,4.43
fireplace,4.68
firepower,3.67
fireproofing,3.57
fireside,3.84
firestorm,3.56
firetrap,3.96
firewater,3.82
firewood,4.93
firework,4.62
fireworks,4.86
firmness,3.92
firstborn,4.04
firstly,1.85
fiscally,1.92
fishbone,4.57
fisherman,4.73
fishery,4.52
fishmonger,3.92
fishpond,4.71
fissure,3.83
fixate,2.31
fixation,1.67
fixture,4.17
fizz,4.62
fizzy,3.68
flabbergasted,1.96
flaccid,3.62
flagpole,4.86
flagrant,2.07
flagship,3.89
flagstaff,4.41
flagstone,4.82
flair,2.46
flamboyance,2.23
flamboyant,2.18
flamethrower,4.57
flamingo,4.81
flammable,3.61
flannel,4.43
flannels,4.57
flapjack,4.89
flares,4.5
flashback,2.36
flashbulb,4.75
flashing,4.07
flashlight,5
flask,4.79
flatfoot,4.07
flatiron,4.24
flatland,4.08
flatly,2.16
flatten,3.86
flattop,4.44
flatulence,3.88
flatulent,3.81
flaunt,2.27
flaunting,2.19
flavor,3.55
flavorings,4.1
flawed,2.26
flawlessly,1.78
flaxseed,4.46
flea,4.89
fleck,3.75
fleet,3.81
fleshly,2.41
fleshy,3.56
flighty,2.08
flinch,3.59
flinching,3.59
flintstone,4.62
flipper,4.26
flirtation,2.19
flirting,2.46
float,4.07
floater,4.07
floating,3.89
flock,4.67
flogging,3.83
flooded,4.04
floodgate,4.43
flooding,4.38
floodlight,4.67
floorboard,4.89
flooring,4.43
flop,3.93
floral,3.75
florist,4.62
floss,4.41
flotation,3.81
flounder,3.92
flourish,2.1
floury,3.68
flowerbed,4.71
flowered,3.79
flowering,3.67
flowerpot,4.81
flowing,2.43
fluctuation,2.36
fluent,1.93
fluently,2
fluke,2.34
flunk,2.4
fluorescent,3.78
fluoride,4.37
flutist,4.41
flycatcher,4.61
flyer,4.19
flying,4.1
flyover,3.67
flypaper,4.77
flyswatter,5
flywheel,4.65
foal,4.32
foaming,3.85
foamy,3.97
focal,2.09
focus,2.35
foghorn,4.96
folded,4.14
folder,4.93
foliage,4.67
folksy,1.93
follicle,4.44
folly,1.92
fondly,2.45
fondness,1.66
fondue,4.79
food,4.8
foodstuff,4
foolery,2.14
foolhardy,1.69
fooling,1.59
foolish,1.84
foolishly,2
foolproof,1.79
footballer,4.52
footbath,4.46
footboard,4.77
footbridge,4.81
footer,3.68
foothill,4.38
foothold,4.03
footing,3.57
footloose,2.15
footman,4.55
footpad,4.37
footpath,4.79
footplate,4.58
footprint,4.37
footrace,4
footsie,3.79
footstep,4.18
footsteps,3.96
footstool,4.96
footwear,4.66
forbade,2.38
forbid,1.96
forceful,2.07
forceps,4.79
forcible,2.43
forcing,2.31
forearm,4.69
forebear,1.85
forefinger,4.64
forego,2.37
foregoing,1.92
foregone,1.52
forehead,4.9
foresee,2.08
foreseeable,1.62
foreshadow,1.96
foresight,1.79
forest,4.76
forestry,3.63
foretell,2.19
forewarn,2.2
