Word,Concrete_rating
loathsome,2.19
lobbyist,3.71
lobster,4.86
localize,2.14
localized,2.47
locally,2.45
locked,4.43
lockjaw,3.96
locksmith,4.54
locust,4.8
lodging,4.37
lofty,1.89
logbook,4.54
logger,4.54
logging,3.81
logic,1.72
logical,2.11
logically,1.8
logics,1.79
logistics,2.48
logjam,4.35
loincloth,4.88
loiterer,4.21
lollipop,4.96
loneliness,2.37
longbow,4.96
longevity,1.9
longhaired,4.18
longhorn,4.56
longing,2.14
longingly,1.52
longish,2.15
longship,3.96
longshoreman,4.58
longshot,1.89
longstanding,2.28
longtime,2.3
loo,4.2
lookout,4.04
looming,1.96
loony,2.15
loopy,2.46
looter,4.38
lordly,2.14
lore,2.35
loser,2.35
losing,2.28
loss,2.19
loudspeaker,4.82
lounger,4.04
lousy,1.93
lovable,1.97
lovebird,4.62
loveless,1.86
loveliness,2.07
lovelorn,2.13
lovesick,2.09
lovingly,2
lowbrow,1.96
lowdown,2.38
lowness,1.78
loyal,1.69
loyally,1.83
loyalty,1.57
lozenge,4.59
lubricant,4.52
lubricate,4.18
lubrication,3.62
lubricator,4.22
lucid,2.3
lucidity,1.96
luck,1.33
luckily,1.55
luckless,1.9
lucrative,1.69
ludicrous,1.68
lug,3.78
luggage,4.83
lukewarm,3.64
lull,2.32
lullaby,3.83
lumbar,3.96
lumber,4.56
lumberjack,4.75
lumberman,4.43
lumberyard,4.56
luminescent,3.67
lunacy,1.76
lunch,4.31
luncheon,3.92
lunchroom,4.63
lunchtime,3.79
lunged,3.75
lungfish,4.58
luscious,1.93
lust,2.15
lustful,2.23
lustfully,2.11
lustily,1.73
lusty,1.96
luxuriantly,1.86
lyrical,2.15
lyricism,2.25
macaroni,4.97
macaroon,4.96
macaw,4.81
machete,4.82
machetes,4.63
machine,4.25
machinery,4.75
machinist,4.24
macrame,4.17
macrobiotic,2.26
madam,3.77
madder,2.36
madly,1.75
madness,1.97
magenta,3.81
magical,2.3
magically,1.67
magician,4.21
magistrate,3.82
magnifier,4.4
magnify,3.71
magnitude,2.43
magnolia,4.71
mahjong,3.92
maidenly,1.83
maidservant,4.39
mailbag,4.89
mailing,3.63
mainly,2
mainsail,4.61
mainstay,2.19
mainstream,1.81
maintain,2.32
majesty,1.94
majorette,3.68
makeup,4.45
making,2.34
malaria,3.93
malcontent,2.16
maleness,2.16
malevolence,2
malevolent,2.19
malice,1.72
malicious,2.33
maliciously,1.96
malign,2.04
mallard,4.27
malleable,3.64
mallet,4.93
malt,4.57
maltreat,2.33
mammal,4.59
mammary,3.63
man,4.79
manage,2
manager,4.14
managerial,2.14
manatee,4.66
mandarin,3.67
mandatory,2.24
mandolin,4.76
mane,4.73
manes,4.2
mange,3.58
manger,4.56
mangling,2.39
manhole,4.7
mania,2.42
maniacal,1.96
maniacally,2.34
manicure,4.39
manicured,4.11
manicurist,4.11
manifestation,2.39
manifested,2.17
mannequin,4.53
manner,1.62
mannerism,2.37
manners,2.17
mannish,2.32
manor,4.7
manservant,3.72
mansion,4.89
mansions,4.46
mantelpiece,3.76
mantle,4.57
manufacturer,3.69
manure,4.64
manuscript,4.57
maple,4.46
maraschino,4.36
marbles,4.96
marcher,4.04
margarine,4.58
marigold,4.59
marijuana,4.89
marinade,4.07
marinate,3.55
mariner,4.38
marionette,4.63
marital,2.04
markedly,1.62
marketable,2.16
marketeer,3.71
marketing,2.33
marketplace,4.28
marking,3.79
marksman,4.12
marmalade,4.83
marmot,4.33
marooned,2.44
marrow,4.48
marshmallow,4.85
marshy,3.55
marsupial,4.55
martyrdom,1.64
marvel,2.12
marxism,1.48
mascara,4.93
masculine,2.21
masonic,2.22
masonry,3.82
masque,3.88
masquerader,3.93
massacre,4
massage,4.18
masseur,4.39
masseuse,4.56
massively,1.67
mastectomy,4.09
masterful,1.93
masterly,1.82
mastiff,4.69
masturbate,4.18
masturbation,4.03
matchbox,4.78
matchstick,4.96
matchwood,4.15
mate,4.34
materially,2.28
maternal,2.42
mathematician,4.38
matinee,3.78
matriarch,3.93
matriculation,2.16
matrimony,2.11
matronly,2.26
matting,4.12
maturation,2.26
maturely,2
maturing,1.9
maturity,1.81
mausoleum,4.23
max,2.18
maxim,2.46
maximal,2.26
maximize,1.79
mayflower,4.36
mayhem,2.24
mayo,4.96
mayonnaise,4.9
mayoral,2.27
meager,2.08
meaner,2.08
meanie,2.43
meaning,1.85
meaningful,1.62
meaningless,1.86
meanly,1.93
meanness,2.21
means,1.93
meant,1.5
meanwhile,1.27
measly,2
meatless,3.85
mechanics,3.59
mechanism,3.67
medallion,4.68
meddle,2.43
meddling,2.1
medially,2.08
medically,2.14
medication,4.53
medicine,4.79
medics,4.47
medieval,2.46
mediocre,1.62
mediocrity,1.33
meditating,3.59
meditative,1.75
meek,2.22
meekly,1.78
meekness,1.68
meetinghouse,4.58
megalomaniac,2.35
megaphone,4.76
melancholy,2
melodic,2.26
melodrama,2.14
melody,3.71
melon,4.78
melted,3.66
memoir,3.76
memorabilia,4.15
memorable,1.79
memorial,3.68
memorialize,2.47
memory,2.38
menace,2.3
mender,3.56
meningitis,4.11
menstruate,3.74
menstruation,4
mental,2.04
mentality,2
mentally,1.93
menthol,3.85
mentor,3.7
merchandise,4.52
merchant,4.31
merchantman,4.19
merciful,1.63
mercifully,1.81
merciless,1.96
mercy,1.57
mere,1.43
merely,1.42
merger,2.34
merit,1.66
merrily,1.93
merriment,2.04
mesmerism,2.27
mesmerize,2.11
message,3.97
messenger,3.89
metabolic,2.44
metabolism,2.27
metal,4.87
metallic,4.03
metalwork,4.46
metalworker,4.18
metalworking,3.97
metaphor,1.94
metaphysic,1.54
metaphysical,1.54
meteoric,2.41
meteorite,4.6
meteorologist,4.56
methane,4.32
method,2.41
methodical,1.93
methodology,1.76
meticulous,1.9
meticulously,1.75
metronome,4.27
metropolis,3.89
microbe,4.19
microbiologist,4.28
microelectronics,3.63
microfilm,4.37
micrometer,4.26
microorganism,3.7
microphone,4.88
microscope,5
microscopy,2.27
microwave,4.34
midcourse,2.48
midriff,4.23
midshipman,4.54
midst,2.33
midweek,2.19
midwife,4.56
might,2.32
mightily,2.39
migration,3.55
milder,2.21
mildew,4.57
mildly,2.04
mildness,2
miles,3.61
militarism,2.07
milker,4.04
milkmaid,4.74
milkshake,4.97
millet,3.88
milligram,3.61
milliliter,3.96
millimeter,4.38
millionaire,3.6
millions,3.59
millstone,3.92
minced,4.04
mincemeat,4.36
minded,1.79
mindful,1.48
minding,1.8
mindless,1.63
minefield,4.43
minesweeper,4.17
minimal,2
minimize,2.37
minister,4.22
minnow,4.84
minutely,1.79
minuteman,3.88
miracle,1.96
miraculous,1.93
miraculously,1.81
mirror,4.97
misbehave,2.07
mischief,1.9
mischievous,2.37
misconduct,2.19
misconstrue,1.58
misdeed,2.3
misdirect,2.29
miser,2.36
miserable,1.97
miserably,2.07
misery,2.04
misfortune,2.07
misguide,1.96
mishmash,2.08
misinformation,2.23
misinterpret,2.03
misinterpretation,1.91
misjudge,1.8
mislay,2.42
mislead,2.41
misprint,3.69
misquote,2.35
misread,2.07
misrule,1.92
mistake,1.97
mistakenly,1.93
mistaking,2.17
mistletoe,4.85
mistook,2.24
mistress,4.22
mistrial,2.12
mistrust,2.04
misuse,2.07
mite,4.3
mitigate,2.16
mitt,4.76
mitten,4.89
mixer,4.33
mixture,3.79
moaning,3.76
moat,4.69
mobility,2.2
moccasin,4.78
mockery,2.33
mockingbird,4.75
mode,2.46
model,4.53
moderated,2.44
moderately,2
moderation,1.9
moderator,4.12
modernism,2.12
modernize,2.46
modest,2.21
modestly,1.93
modesty,2.23
mogul,4.04
moisture,4.07
molding,4.39
molehill,4.64
moleskin,4.21
moment,1.61
momentary,1.93
momentous,1.7
mommy,4.07
monarch,4.14
monastery,4.75
monastic,2.21
monday,2.25
monetize,2.44
moneybags,3.85
moneylender,4.43
mongrel,3.8
monkey,4.9
monogamy,1.7
monogram,4.57
monograph,3.67
mononucleosis,3.58
monorail,4.71
monotonous,1.55
monotony,1.79
monster,3.72
monstrous,2.48
monstrously,2.04
month,4.2
monument,4.58
mooch,2.28
mood,1.75
moodily,1.57
moodiness,2
moody,2.36
moonbeam,3.81
moonlight,4.43
moonshine,4.46
moonstone,4.92
moot,1.71
mope,2.17
morale,1.85
morality,1.47
moralize,1.36
morally,1.4
morals,1.31
morbid,2.14
morbidity,2.47
morbidly,1.76
moreover,2
mormon,3.85
mornings,3.65
morocco,4
moronic,1.89
morsel,4.19
mortality,1.46
mortally,2.15
mortician,4.3
mortify,2.18
mortuary,4.52
mosque,4.54
mosquito,4.88
mossy,3.65
moth,4.69
mothball,4.62
mother,4.6
motherly,2.46
motif,2.45
motivate,2.07
motive,1.5
motiveless,2.19
motley,2.21
motocross,4.04
motorbike,4.79
motorboat,4.93
motorcade,3.92
motorcycle,4.97
motorcyclist,4.79
motoring,3.58
motorist,4.72
motorized,3.9
motorway,4.88
motto,2.48
mound,4.63
mountaineer,4.41
mountainous,3.67
mountainside,4.48
mountaintop,4.56
mourn,2.33
mourner,3.62
mournful,2.1
mournfully,2.31
mourning,2.17
mousetrap,5
mousse,4.83
moustache,4.96
mouthful,3.96
mouthpiece,4.66
mouthwash,4.67
mucous,4.17
muddy,4.32
mudpack,4.14
muffler,4.68
mug,4.8
mugger,4.27
mulberry,4.48
mulch,4.59
mull,2.43
mullet,4.78
mullets,4.72
multicolored,4.11
multiplex,3.78
multiplicity,2.21
multitude,2.42
mummification,3.57
mummify,3.71
munch,3.82
mundane,1.92
munitions,3.82
mural,4.66
murder,3.61
murderer,3.83
murderous,2.41
muscled,4.29
muscleman,4.5
muscular,3.82
muse,2.45
mused,1.84
museum,4.6
musician,4.42
musketeer,4.08
muskrat,4.96
muslin,4.04
must,2.13
mustache,4.9
mustached,4.32
muster,2.03
mutable,2.33
mutely,2.11
mutilate,3.86
mutinous,2.36
mutiny,2.24
mutt,3.89
mutual,2.21
mutuality,1.75
mutually,1.9
myopic,2.24
mysterious,1.96
mysteriously,2.26
mystery,2.33
mystical,2.07
mystically,1.67
mysticism,1.86
mystify,2.04
mystique,1.67
myth,2.17
mythic,1.56
mythical,2
mythological,2.04
mythology,2.15
nailing,3.85
naive,1.85
naivete,1.77
naivety,1.74
nakedness,3.76
nameless,1.83
namely,1.66
nameplate,4.52
naming,2.23
napoleon,4.31
narcissism,1.85
narcissist,2.17
narcissistic,2.07
narcotic,4.04
narcotics,4.59
narrator,3.89
narrowly,2.41
nasal,3.83
nastiness,2.24
nationalism,1.78
nationalist,2.09
nationally,2.46
nativity,3.6
natured,1.83
naughtiness,1.87
naughty,2.04
nauseous,2.41
nautical,2.45
navigable,2.38
navigation,2.35
navigator,3.9
nazism,2.04
nearly,1.89
neatness,2.42
necessity,2.08
neckband,4.77
neckerchief,4.5
necking,3.77
necklace,4.96
neckline,4.86
necktie,4.96
neckwear,4.56
necrophilia,2.44
nectar,4.63
neediness,1.44
needing,1.78
needle,4.93
needlepoint,4.48
needles,4.96
needlessly,1.71
needlework,4.41
needs,2.25
needy,2.28
nefarious,1.85
negate,2.15
negation,1.92
negativism,2.22
neglect,2.26
negligee,4.48
negligent,1.92
negligible,1.65
negotiate,2
negotiator,3.85
neigh,3.57
neighbor,4.64
neolithic,1.85
neonatal,3.65
nephew,4.48
nepotism,2.08
nervously,1.96
nervousness,2.31
nether,1.86
nettle,3.88
neurologist,4.1
neuromuscular,3.78
neuron,3.69
neuroses,1.69
neurosis,2.41
neurotic,1.86
neutral,1.8
neutrality,1.63
neutralize,2.28
neutrally,2.32
nevermore,1.38
nevertheless,1.48
newfound,2.14
newlyweds,3.79
newness,1.79
newsagent,4.41
newsboy,4.42
newscast,4.26
newscaster,4.5
newsflash,3.82
newsletter,4.66
newsman,4.26
newspaper,4.82
newspaperman,4.5
newsprint,4.62
newsreader,3.93
newsreel,4.48
newsroom,4.54
newsstand,4.71
newsworthy,1.88
newt,4.17
nibble,3.72
nicely,2.18
niceness,2.15
nicotine,4.1
nigh,2.42
nightcap,4.41
nightcaps,4.07
nightclub,4.96
nightdress,4.62
nightfall,3.79
nightgown,4.9
nighthawk,4.39
nightie,4.3
nightingale,4.46
nightlight,4.93
nightmarishly,1.78
nights,4.41
nightshade,4.23
nightshirt,5
nightstick,4.74
nimble,2.34
nimbly,2.32
nincompoop,2.4
ninepin,4
nirvana,1.52
nitroglycerine,4.27
nobleman,3.85
nobody,2.32
nodding,4
nodule,3.62
nomadic,2.39
nominated,2.23
nonchalance,1.81
nonchalant,1.88
noncommittal,1.68
nonetheless,1.27
nonmetallic,3.64
nonsense,2.38
nonsmoker,3.79
nonstarter,2.22
nonverbal,2.48
noodles,4.96
norm,2.11
normalcy,1.77
normality,1.94
normally,1.83
northeastern,3.93
nosebleed,4.43
nosing,2.21
nostalgia,1.83
nostalgic,1.88
nostril,4.89
nosy,2.07
notable,2
notably,1.62
notarize,3.88
notch,4.23
notched,4.11
notepaper,4.78
noticeable,2.29
noticeably,1.83
notion,1.93
notoriety,2
notorious,1.63
nourish,2.26
novelist,4.07
novelty,2.21
nowadays,1.4
nowhere,1.79
noxious,2.36
nuance,1.85
nubile,1.86
nudist,4.66
nudity,4.13
nugget,4.45
nuisance,2.19
nullify,2.1
numbness,2.33
numeral,3.88
nuptial,2.43
nursemaid,4.5
nursery,4.48
nursing,3.76
nurture,2.24
nutcracker,4.81
nutcrackers,4.77
nuthouse,3.79
nutshell,4.29
nuzzle,4.07
oarsman,3.72
obedience,2.29
obedient,1.93
obediently,2.24
objectively,1.3
obligate,2
obligatory,1.58
oblige,1.73
obligingly,1.44
obliquely,1.8
oblivion,1.37
oblivious,1.93
oblong,3.59
obnoxious,2.25
obscene,1.87
obscenely,1.86
obscenity,2.31
obscurity,1.63
observant,2.41
observation,2.12
observatory,4.48
observer,3.88
obsess,2.14
obsession,1.7
obsessive,2.03
obsidian,4.44
obstetrician,4.31
obstinate,1.79
obstruct,2.46
obstruction,3.73
obtrude,2.27
obtrusive,1.72
obtuse,2.14
obvious,2.07
obviously,1.82
obviousness,1.93
occasional,1.85
occasionally,2.07
occlusion,2.46
occupation,3.68
occur,1.84
oceanographer,3.97
ocelot,4.43
octagon,4.43
octagonal,4.25
odd,1.7
oddity,2.11
oddly,1.63
odds,2.24
offbeat,2.22
offend,1.68
offender,3.88
offense,2.03
offer,2.23
offhand,1.62
office,4.93
officer,4.8
officially,1.61
offshore,3.65
offspring,3.93
oilcan,4.62
oilcloth,4.4
oiled,3.81
oiler,3.61
oilman,4.56
oilskin,4.32
ointment,4.5
okra,4.78
olympics,4.11
omelet,4.93
omelette,4.74
ominous,1.93
omission,1.89
omit,2.14
omniscient,1.88
oneness,1.96
ongoing,1.88
onlooker,3.64
onrushing,2.44
onset,2.14
onslaught,2.35
onward,2.27
onwards,2.23
oomph,1.52
ooze,4
opening,3.79
openly,1.55
openness,1.9
opera,4.28
operatic,2.04
operator,4.21
ophthalmologist,4.32
opiate,4.17
opinion,1.93
opinionated,1.48
opium,4.56
opossum,4.93
opportune,2.04
opportunely,2.05
opportunism,2.36
opposition,2.25
oppress,1.64
oppressive,1.64
optician,4.68
optimal,1.76
optimism,1.48
optimist,1.9
optimization,1.96
optimum,1.76
option,2.39
optional,1.9
opulent,2.04
orangutan,4.81
orator,4
orchestra,4.79
orchestrate,2.25
orchid,4.92
ordain,1.96
ordeal,2.04
orderliness,2.19
ordinarily,1.5
ordinary,1.79
ordination,2.19
oregano,4.81
organism,4.16
organizer,3.58
orgy,3.67
origin,2.03
originate,2.23
oriole,4.38
ornament,4.04
ornery,2
orphan,4.04
orphanage,4.65
orthodontics,3.63
orthodontist,4.43
oscillator,3.79
oscilloscope,4.63
ostentatious,2.31
otter,4.86
ottoman,4.9
ought,1.43
outback,3.56
outboard,4.07
outbound,2.41
outbuilding,3.89
outclass,1.81
outcome,2.27
outdated,2.33
outdo,1.59
outdoor,3.93
outfield,4.03
outfielder,4.67
outfit,4.12
outfitter,3.7
outflank,2.43
outfox,1.88
outhouse,4.89
outlast,2.21
outlet,4.31
outline,3.61
outlive,2.15
outlook,1.97
outlying,2.04
output,2.48
outrage,2.45
outrageous,1.8
outrank,2.36
outright,2.03
outset,2.21
outshine,2.17
outsider,2.33
outsmart,2.23
outwardly,2.32
outwit,1.97
outworn,2.19
overage,2.43
overcoat,4.5
overcome,2.28
overcrowded,3.81
overdo,2.19
overeager,1.73
overfeed,2.37
overfill,3.97
overflow,3.72
overflowing,3.59
overhang,4.31
overhear,2.4
overkill,2.32
overlook,2.41
overlord,3.61
overly,1.74
overpass,4.11
overrate,1.86
overreach,2.47
overrule,1.96
overseen,1.93
overseer,3.73
oversell,1.64
oversight,1.57
overstate,1.94
overstay,2.25
overt,1.63
overtax,1.86
overthrow,2.35
overtly,1.64
overtone,2.41
overweight,3.57
overwhelm,1.42
overwhelmingly,1.52
overwork,2.33
overwrought,2.28
owe,2.07
ownership,2.42
oxcart,4.43
oxtail,4.5
pacemaker,4.68
pacer,3.64
pacifier,4.61
pacifism,1.83
pacifist,2.44
pacify,2.04
package,4.72
packaging,4.44
packet,4.46
packhorse,4.76
padding,4.52
paddle,4.8
paddled,4.13
paddling,3.83
paddock,4.22
padlock,4.92
paganism,2.2
pageant,4
pagoda,4.67
painkiller,4.18
painless,2.29
painlessly,2.12
painstakingly,1.93
paintbox,4.65
paintbrush,4.79
paintwork,4.41
pajama,4.85
palace,4.57
palate,3.73
paleness,3.7
paleontologist,4.62
pales,2.28
palette,4.3
pallbearer,4.35
pallet,4.59
palpitate,3.58
paltry,1.93
pampered,2.18
pamphlet,4.61
panache,1.61
panama,4.21
pancreas,4.79
pane,3.86
paneling,4.41
panhandle,3.75
panhandler,4
panicky,2.41
pantaloons,4.79
panther,4.93
panties,4.9
panting,4
pantomime,3.84
pantry,4.67
pants,4.86
paperback,4.57
paperhanger,4.04
paperweight,4.78
paperwork,4.63
paprika,5
par,2.26
parable,1.89
parachute,4.78
parachutist,4.3
parade,4.54
paradigm,1.73
paradigmatic,1.36
paradox,1.54
paragraph,3.96
parakeet,4.9
parallelogram,4.07
parameter,2.48
paranoia,1.74
paranoid,1.77
paraphernalia,3.67
paraphrase,2.25
parasite,4.34
paratrooper,4.89
paratroops,4.42
parchment,4.48
pardon,2.24
pardonable,1.52
parentheses,4.15
parenthesis,4.78
parishioner,4.04
parka,4.65
parking,3.85
parkland,4.04
parkway,4.43
parliament,3.76
parliamentary,1.78
parlor,4.28
parochial,1.79
parrot,5
parsnip,4.85
partake,2.19
partial,2.31
partiality,1.72
particle,3.78
partition,3.72
partly,2.3
partook,2.21
partridge,4
passable,2.44
passably,1.85
passage,3.8
passageway,4.67
passenger,4.34
passerby,4.04
passion,2.3
passionate,1.48
passionflower,4.72
passionless,1.75
passively,1.61
passkey,4.19
passport,5
password,3.83
pastel,4
pastor,4.37
pastoral,2.22
pastrami,4.74
pasture,4.78
patchwork,3.67
patently,1.72
paternal,2.29
pathetic,1.97
pathologic,1.97
pathologist,4.27
pathology,2.41
pathos,1.48
pathway,4.28
patience,1.66
patiently,1.92
patio,4.89
patriotic,1.9
patrolman,4.67
patronage,2.04
patronize,1.79
pattern,3.92
pauper,3.8
pause,2.38
pavilion,4.59
pawnbroker,4.37
pawnshop,4.86
payable,2.46
payer,3.83
payload,3.82
payroll,3.7
peace,1.62
peaceably,2.19
peaceful,2.27
peacefully,2.23
peacetime,2.44
peanuts,4.9
peasant,3.96
peashooter,4.28
pebble,4.86
pecan,4.87
pectoral,4
peculiar,1.95
pedal,4.44
pedantic,2.08
peddler,4.52
pedestal,4.48
pedestrian,4.41
pedicure,4.36
pedicurist,4.04
pedometer,4.93
peeled,4.07
peelings,4.27
peephole,4.74
peerless,1.72
peeve,2
peevish,1.88
pegboard,4.93
pelican,4.96
pelvis,4.93
penal,2.35
penalize,2.12
penance,1.52
pendant,4.75
pending,2.15
pendulum,4.69
penicillin,4.43
peninsula,4.86
penknife,4.83
penmanship,3.85
pennant,4.37
penniless,2.44
pension,3.89
pensive,1.67
pentagon,4.45
pentagram,4.74
penthouse,4.36
peony,4.48
people,4.82
peppercorn,4.89
peppermint,4.43
pepperoni,5
peppery,3.66
perceive,1.72
perceiving,2.11
perception,2
perchance,1.57
percolate,3.67
percolator,4.39
percussionist,4.04
perfected,2.04
perfecting,1.82
perforation,3.82
performer,4.04
perfunctory,1.8
perhaps,1.19
perilous,1.92
periods,3.64
periscope,4.78
periwinkle,4.12
perjure,2.2
perjurer,2.36
perjury,2.22
permafrost,4.52
permeate,2.33
permissive,2
permitted,2.21
peroxide,4.93
perpetual,2.3
perplex,1.73
persecuting,2.11
persecution,2.43
persecutor,3.7
persevere,1.48
persimmon,4.74
person,4.72
persona,2.33
personage,2.4
personally,2.07
personify,1.54
perspiration,4.81
persuade,2.07
persuasion,1.9
persuasive,2.18
pertain,1.62
pertaining,1.5
pertinence,2
pertinent,1.86
perturb,1.85
perturbed,1.77
perturbing,1.93
pervade,1.78
perverse,1.96
perversion,2.04
perversity,1.59
pesky,2
pessimism,1.88
pessimistic,1.63
pest,3.96
pesticide,4.54
petite,3.55
petition,4.12
petitioner,4.11
petroleum,4.69
petticoat,4.68
pettiness,1.74
phalanges,4.61
phantom,2.43
pharaoh,4.43
pharmacist,4.03
pharmacy,4.78
phase,2.46
phases,2.21
pheasant,4.75
phenomena,1.96
phenomenal,1.78
phenomenon,2.26
philander,2.41
philosopher,3.63
philosophize,1.61
phobia,2.1
phobic,2.26
phoenix,4.3
phone,4.86
phonetics,2.38
phoniness,1.86
phonograph,4.59
phony,2.19
phosphate,4.08
phosphorous,3.9
photocopier,4.72
photocopy,4.5
photograph,4.89
photography,4.1
phrasebook,4.33
phrasing,1.93
physician,4.65
physicist,4.26
physiologist,4.25
physique,3.65
piccolo,4.71
pickaxe,4.93
picker,3.83
picket,4
pickpocket,4.03
picky,2.11
picnicker,4.32
pictorially,2.36
picture,4.52
piece,4.14
pierce,3.73
piercing,4.15
piety,1.56
piggyback,3.64
pigheaded,2.07
piglet,4.93
pigmentation,3.63
pigsty,3.91
pigtail,4.67
pigtailed,4.55
pilaf,4.2
pilgrimage,2.15
piling,3.69
pillow,5
pillowcase,4.93
pimento,4.64
pimpled,4.29
pinball,4.48
pincer,4
pincers,4.21
pincushion,4.69
pineapple,4.94
pinecone,4.85
pinewood,4.74
pinkie,4.39
pinprick,4.04
pinstripe,4.59
pint,4.43
pinup,4
pinwheel,4.66
pious,1.58
pipeline,4.68
pipette,3.88
pirate,4.64
piss,4.73
pistachio,4.93
pitcher,4.93
pitchfork,5
pitching,3.82
piteous,1.62
pitiable,1.72
pitiful,1.64
pitifully,1.86
pitiless,2
pitilessly,1.38
pity,1.87
pivotal,2
pixie,3.89
pixilated,3.75
placard,4.46
placate,2.21
placenta,4.79
placid,2
plainly,2.31
plainness,2.43
plaintiff,3.9
plaintive,1.92
plaintively,1.62
planetarium,4.55
planking,4.48
planner,3.61
plantain,4.42
plantation,4.5
planter,4.61
plasma,4.17
plaster,4.59
plasterer,4.3
plastering,4.48
plasticity,2.44
plastics,4.58
plateau,4.31
plated,3.86
plateful,3.62
platform,4.48
plating,3.75
platonic,1.68
platoon,4.48
platter,4.93
platypus,4.83
plausible,1.77
playbill,3.96
player,4.15
playfully,2.36
playground,4.77
playhouse,4.72
playroom,4.71
playsuit,3.96
plaything,3.68
playwright,3.56
plea,2.39
pleader,3.59
pleasantness,2
please,1.64
pleasingly,2.17
pleasure,2.04
plentiful,2.11
plenty,2.39
plethora,2.38
plexiglas,4.8
pliable,3.58
plight,2.04
plotted,2.41
plotting,2.41
ploy,2.21
plugged,3.59
plumage,3.93
plumbing,4.24
plumed,3.55
plywood,4.82
pneumonia,3.83
poacher,4
pocketbook,5
pocketful,3.93
pocketknife,4.93
pockmark,4.36
podiatrist,4.63
poetess,3.78
poetic,1.88
poetical,1.71
poetically,2.11
poignancy,1.65
poignant,1.63
poinsettia,4.92
pointer,4.11
pointing,4.07
pointless,1.93
poise,2.39
poised,2.21
poisoner,3.7
polarity,2.19
police,4.79
policeman,4.93
policewoman,4.89
polisher,4.19
polite,1.85
politely,2
political,1.83
politician,4.33
politicize,1.83
polled,2.34
pollinate,4
pollination,3.7
pollutant,3.9
pollution,3.75
polyester,4.12
polyethylene,4.08
polygamist,3.79
polygamous,2.14
polygon,4.12
polystyrene,4.16
pomegranate,4.86
pomp,2.44
pompadour,4.21
pompom,4.68
pompous,1.96
poncho,4.97
ponder,2.24
pondering,1.78
ponderous,1.93
pooch,4.32
poof,2.22
poop,4.83
poorly,2
popcorn,5
poplar,3.78
popularize,2.21
popularly,2
population,3.64
porcupine,5
pornographer,4.15
pornography,4.11
porridge,4.89
portfolio,4
porthole,4.31
portrait,4.9
portray,2.18
portrayal,2.24
positioned,2.42
positively,1.74
possessing,2.07
possibility,1.33
postage,4.37
postcard,4.93
poster,4.66
posteriors,3.92
posterity,2.11
postman,4.74
postmark,4.33
postmaster,4.59
postmortem,3.7
postpone,2.29
postscript,4.15
potbellied,3.68
potbelly,4.48
potboiler,4.16
potency,2.32
potent,2.38
potion,4.38
potpourri,4.59
pottery,4.72
poultry,4.72
pounce,3.66
pounced,3.65
powderpuff,4.35
powdery,3.55
power,2.04
powerboat,4.76
powerless,2.11
powers,1.77
practically,1.62
practitioner,3.89
pragmatic,1.84
pragmatism,1.63
pragmatist,2.27
prance,3.83
prankster,3.59
prawn,4.62
preacher,4.7
preaching,3.61
precarious,1.69
precautionary,1.89
precede,2.41
precedence,2.13
precedent,1.63
precious,2
preciously,1.64
precipitate,4.19
precipitation,3.96
precise,2.39
precisely,2.3
precision,2.41
preclude,1.64
precocious,2.36
preconceived,1.82
predicate,1.71
predict,2
prediction,2.36
predictive,1.66
predigest,2.44
prefer,1.62
preferably,2.07
preference,2.03
preflight,2.31
pregnancy,4.31
pregnant,4.59
prehistoric,2.1
prejudge,2
prejudice,2.22
prelude,2.33
premarital,1.9
prematurely,1.58
premeditation,2.26
premise,2.24
premium,2.11
preoccupation,2.04
prepaid,2.21
prepare,2.36
preparedness,1.84
prepositional,2.15
prerecord,2.31
prerequisite,2.46
preschool,4.37
preschooler,4.33
prescription,4
prescriptive,2.32
presenter,3.96
presently,2.24
preside,1.79
press,3.9
pressman,3.8
prestige,1.61
prestigious,2.13
presume,1.79
presuming,1.41
presumption,1.85
presumptive,1.6
presumptuous,1.63
presuppose,1.8
pretence,1.67
pretended,1.65
pretender,2.48
pretense,1.76
pretension,1.81
pretext,2.26
prevail,1.43
prevailing,1.83
prevalent,1.83
prevent,2.34
preventative,1.93
previously,1.64
prewar,2.04
priceless,1.79
pricey,2.24
pricking,4.07
prickly,3.89
pride,1.66
priestess,3.86
priestly,2.48
prim,1.8
primal,2.17
primarily,1.86
primary,2.28
primate,4.5
primates,4.5
primer,3.82
primeval,2.32
primitive,2.33
primitively,1.86
primordial,2
primrose,4.08
prince,4.44
princedom,2.33
princely,2.12
princess,4.72
printing,4.22
printout,4.53
priority,1.76
prison,4.68
prisoner,4.11
prissy,2.04
pristine,2.36
privacy,1.5
privately,2
privates,3.78
privilege,1.93
prizefight,3.96
prizefighter,4.18
probable,1.48
probate,2.42
probation,2.48
procedural,2.26
processing,2.03
processor,4
proclaim,2.36
proclaiming,2.21
procure,2.23
prodigal,1.65
prodigiously,1.52
product,4.17
profane,1.75
profanely,1.92
profess,2.34
professed,1.86
proficiency,1.96
profitable,2.36
profiting,2.41
profitless,1.88
prognosis,2.17
programmer,3.86
progress,2.12
progressive,1.5
prohibit,1.93
project,3.62
projectile,4.38
projector,4.64
prolific,2.46
prolong,2.04
promenade,3.87
prominence,2
prominent,1.87
prominently,2.04
promise,2.09
promote,2.26
prompter,4
promptly,2.07
promptness,1.93
prong,4.73
